cause_name,sex,age,deaths
Mesothelioma,Male,20 to 24,28.14196942
Mesothelioma,Male,25 to 29,14.59063618
Mesothelioma,Male,30 to 34,18.22565379
Mesothelioma,Male,35 to 39,23.2739562
Mesothelioma,Male,40 to 44,39.58652995
Mesothelioma,Male,45 to 49,62.24747711
Mesothelioma,Male,50 to 54,47.99175227
Mesothelioma,Male,55 to 59,70.59823183
Mesothelioma,Male,60 to 64,54.76114994
Mesothelioma,Male,65 to 69,31.74024793
Mesothelioma,Male,70 to 74,14.96482347
Mesothelioma,Male,75 to 79,6.440213476
Mesothelioma,Male,80 plus,9.099788475
Migraine,Female,10 to 14,NA
Migraine,Female,15 to 19,NA
Migraine,Female,20 to 24,NA
Migraine,Female,25 to 29,NA
Migraine,Female,30 to 34,NA
Migraine,Female,35 to 39,NA
Migraine,Female,40 to 44,NA
Migraine,Female,45 to 49,NA
Migraine,Female,05 to 09,NA
Migraine,Female,50 to 54,NA
Migraine,Female,55 to 59,NA
Migraine,Female,60 to 64,NA
Migraine,Female,65 to 69,NA
Migraine,Female,70 to 74,NA
Migraine,Female,75 to 79,NA
Migraine,Female,80 plus,NA
Migraine,Male,10 to 14,NA
Migraine,Male,15 to 19,NA
Migraine,Male,20 to 24,NA
Migraine,Male,25 to 29,NA
Migraine,Male,30 to 34,NA
Migraine,Male,35 to 39,NA
Migraine,Male,40 to 44,NA
Migraine,Male,45 to 49,NA
Migraine,Male,05 to 09,NA
Migraine,Male,50 to 54,NA
Migraine,Male,55 to 59,NA
Migraine,Male,60 to 64,NA
Migraine,Male,65 to 69,NA
Migraine,Male,70 to 74,NA
Migraine,Male,75 to 79,NA
Migraine,Male,80 plus,NA
Multiple myeloma,Female,15 to 19,11.76790941
Multiple myeloma,Female,20 to 24,15.60046675
Multiple myeloma,Female,25 to 29,19.00490147
Multiple myeloma,Female,30 to 34,18.49018965
Multiple myeloma,Female,35 to 39,29.56809922
Multiple myeloma,Female,40 to 44,62.34545404
Multiple myeloma,Female,45 to 49,111.5015207
Multiple myeloma,Female,50 to 54,155.1596292
Multiple myeloma,Female,55 to 59,247.5951631
Multiple myeloma,Female,60 to 64,391.1386383
Multiple myeloma,Female,65 to 69,272.5939123
Multiple myeloma,Female,70 to 74,254.2577866
Multiple myeloma,Female,75 to 79,175.8054022
Multiple myeloma,Female,80 plus,249.6544052
Multiple myeloma,Male,15 to 19,17.2938318
Multiple myeloma,Male,20 to 24,19.00490315
Multiple myeloma,Male,25 to 29,29.55904
Multiple myeloma,Male,30 to 34,39.22272353
Multiple myeloma,Male,35 to 39,63.34287411
Multiple myeloma,Male,40 to 44,120.4579052
Multiple myeloma,Male,45 to 49,235.8684363
Multiple myeloma,Male,50 to 54,281.1782519
Multiple myeloma,Male,55 to 59,427.3442223
Multiple myeloma,Male,60 to 64,528.6648714
Multiple myeloma,Male,65 to 69,450.241219
Multiple myeloma,Male,70 to 74,312.2859224
Multiple myeloma,Male,75 to 79,236.4147504
Multiple myeloma,Male,80 plus,264.0352658
Multiple sclerosis,Female,10 to 14,NA
Multiple sclerosis,Female,15 to 19,NA
Multiple sclerosis,Female,20 to 24,66.17550198
Multiple sclerosis,Female,25 to 29,31.82054884
Multiple sclerosis,Female,30 to 34,47.57020936
Multiple sclerosis,Female,35 to 39,39.18338802
Multiple sclerosis,Female,40 to 44,53.37407994
Multiple sclerosis,Female,45 to 49,98.7981026
Multiple sclerosis,Female,05 to 09,NA
Multiple sclerosis,Female,50 to 54,116.0711734
Multiple sclerosis,Female,55 to 59,112.9269878
Multiple sclerosis,Female,60 to 64,105.5252804
Multiple sclerosis,Female,65 to 69,111.3114311
Multiple sclerosis,Female,70 to 74,170.4666203
Multiple sclerosis,Female,75 to 79,101.8909476
Multiple sclerosis,Female,80 plus,67.18514212
Multiple sclerosis,Male,10 to 14,NA
Multiple sclerosis,Male,15 to 19,NA
Multiple sclerosis,Male,20 to 24,61.95793956
Multiple sclerosis,Male,25 to 29,38.56961642
Multiple sclerosis,Male,30 to 34,63.67650414
Multiple sclerosis,Male,35 to 39,67.42285629
Multiple sclerosis,Male,40 to 44,88.39478313
Multiple sclerosis,Male,45 to 49,86.28584246
Multiple sclerosis,Male,05 to 09,NA
Multiple sclerosis,Male,50 to 54,96.15010491
Multiple sclerosis,Male,55 to 59,119.1101522
Multiple sclerosis,Male,60 to 64,105.6656916
Multiple sclerosis,Male,65 to 69,108.7977888
Multiple sclerosis,Male,70 to 74,129.1121673
Multiple sclerosis,Male,75 to 79,79.16538443
Multiple sclerosis,Male,80 plus,56.2691219
Nasopharynx cancer,Female,10 to 14,10.27443169
Nasopharynx cancer,Female,15 to 19,27.88771913
Nasopharynx cancer,Female,20 to 24,25.41962011
Nasopharynx cancer,Female,25 to 29,32.89391109
Nasopharynx cancer,Female,30 to 34,69.47708388
Nasopharynx cancer,Female,35 to 39,110.1991411
Nasopharynx cancer,Female,40 to 44,144.8903287
Nasopharynx cancer,Female,45 to 49,226.3601984
Nasopharynx cancer,Female,05 to 09,4.260166314
Nasopharynx cancer,Female,50 to 54,296.8181265
Nasopharynx cancer,Female,55 to 59,329.3668803
Nasopharynx cancer,Female,60 to 64,316.7596814
Nasopharynx cancer,Female,65 to 69,265.1576849
Nasopharynx cancer,Female,70 to 74,182.1188167
Nasopharynx cancer,Female,75 to 79,68.19171735
Nasopharynx cancer,Female,80 plus,79.70386274
Nasopharynx cancer,Male,10 to 14,38.80053466
Nasopharynx cancer,Male,15 to 19,45.64067199
Nasopharynx cancer,Male,20 to 24,53.47803293
Nasopharynx cancer,Male,25 to 29,94.95641652
Nasopharynx cancer,Male,30 to 34,219.8460283
Nasopharynx cancer,Male,35 to 39,371.5170806
Nasopharynx cancer,Male,40 to 44,473.1878039
Nasopharynx cancer,Male,45 to 49,663.801972
Nasopharynx cancer,Male,05 to 09,18.45846741
Nasopharynx cancer,Male,50 to 54,756.0449884
Nasopharynx cancer,Male,55 to 59,1004.743048
Nasopharynx cancer,Male,60 to 64,807.3646007
Nasopharynx cancer,Male,65 to 69,497.9854501
Nasopharynx cancer,Male,70 to 74,283.7622661
Nasopharynx cancer,Male,75 to 79,169.8158353
Nasopharynx cancer,Male,80 plus,117.3070734
Neonatal encephalopathy due to birth asphyxia and trauma,Female,10 to 14,NA
Neonatal encephalopathy due to birth asphyxia and trauma,Female,15 to 19,NA
Neonatal encephalopathy due to birth asphyxia and trauma,Female,20 to 24,NA
Neonatal encephalopathy due to birth asphyxia and trauma,Female,25 to 29,NA
Neonatal encephalopathy due to birth asphyxia and trauma,Female,30 to 34,NA
Neonatal encephalopathy due to birth asphyxia and trauma,Female,35 to 39,NA
Neonatal encephalopathy due to birth asphyxia and trauma,Female,40 to 44,NA
Neonatal encephalopathy due to birth asphyxia and trauma,Female,45 to 49,NA
Neonatal encephalopathy due to birth asphyxia and trauma,Female,05 to 09,NA
Neonatal encephalopathy due to birth asphyxia and trauma,Female,50 to 54,NA
Neonatal encephalopathy due to birth asphyxia and trauma,Female,55 to 59,NA
Neonatal encephalopathy due to birth asphyxia and trauma,Female,60 to 64,NA
Neonatal encephalopathy due to birth asphyxia and trauma,Female,65 to 69,NA
Neonatal encephalopathy due to birth asphyxia and trauma,Female,70 to 74,NA
Neonatal encephalopathy due to birth asphyxia and trauma,Female,75 to 79,NA
Neonatal encephalopathy due to birth asphyxia and trauma,Female,80 plus,NA
Neonatal encephalopathy due to birth asphyxia and trauma,Female,0 to 04,93779.10387
Neonatal encephalopathy due to birth asphyxia and trauma,Male,10 to 14,NA
Neonatal encephalopathy due to birth asphyxia and trauma,Male,15 to 19,NA
Neonatal encephalopathy due to birth asphyxia and trauma,Male,20 to 24,NA
Neonatal encephalopathy due to birth asphyxia and trauma,Male,25 to 29,NA
Neonatal encephalopathy due to birth asphyxia and trauma,Male,30 to 34,NA
Neonatal encephalopathy due to birth asphyxia and trauma,Male,35 to 39,NA
Neonatal encephalopathy due to birth asphyxia and trauma,Male,40 to 44,NA
Neonatal encephalopathy due to birth asphyxia and trauma,Male,45 to 49,NA
Neonatal encephalopathy due to birth asphyxia and trauma,Male,05 to 09,NA
Neonatal encephalopathy due to birth asphyxia and trauma,Male,50 to 54,NA
Neonatal encephalopathy due to birth asphyxia and trauma,Male,55 to 59,NA
Neonatal encephalopathy due to birth asphyxia and trauma,Male,60 to 64,NA
Neonatal encephalopathy due to birth asphyxia and trauma,Male,65 to 69,NA
Neonatal encephalopathy due to birth asphyxia and trauma,Male,70 to 74,NA
Neonatal encephalopathy due to birth asphyxia and trauma,Male,75 to 79,NA
Neonatal encephalopathy due to birth asphyxia and trauma,Male,80 plus,NA
Neonatal encephalopathy due to birth asphyxia and trauma,Male,0 to 04,118906.5392
Neonatal sepsis and other neonatal infections,Female,0 to 04,36702.33235
Neonatal sepsis and other neonatal infections,Male,0 to 04,57596.74689
Non-Hodgkin lymphoma,Female,10 to 14,110.2543765
Non-Hodgkin lymphoma,Female,15 to 19,111.8630039
Non-Hodgkin lymphoma,Female,20 to 24,120.3194272
Non-Hodgkin lymphoma,Female,25 to 29,125.5511867
Non-Hodgkin lymphoma,Female,30 to 34,171.8688075
Non-Hodgkin lymphoma,Female,35 to 39,152.3490052
Non-Hodgkin lymphoma,Female,40 to 44,237.7662471
Non-Hodgkin lymphoma,Female,45 to 49,324.0934986
Non-Hodgkin lymphoma,Female,05 to 09,84.45060964
Non-Hodgkin lymphoma,Female,50 to 54,409.2191219
Non-Hodgkin lymphoma,Female,55 to 59,570.2764214
Non-Hodgkin lymphoma,Female,60 to 64,745.7597878
Non-Hodgkin lymphoma,Female,65 to 69,809.3960388
Non-Hodgkin lymphoma,Female,70 to 74,682.6870798
Non-Hodgkin lymphoma,Female,75 to 79,500.2730841
Non-Hodgkin lymphoma,Female,80 plus,637.993307
Non-Hodgkin lymphoma,Female,0 to 04,469.8959543
Non-Hodgkin lymphoma,Male,10 to 14,272.0875239
Non-Hodgkin lymphoma,Male,15 to 19,412.8687138
Non-Hodgkin lymphoma,Male,20 to 24,462.7330454
Non-Hodgkin lymphoma,Male,25 to 29,517.5341253
Non-Hodgkin lymphoma,Male,30 to 34,518.2970802
Non-Hodgkin lymphoma,Male,35 to 39,523.7777619
Non-Hodgkin lymphoma,Male,40 to 44,710.4781566
Non-Hodgkin lymphoma,Male,45 to 49,970.2097433
Non-Hodgkin lymphoma,Male,05 to 09,202.0734626
Non-Hodgkin lymphoma,Male,50 to 54,1254.122822
Non-Hodgkin lymphoma,Male,55 to 59,1606.894597
Non-Hodgkin lymphoma,Male,60 to 64,1628.703595
Non-Hodgkin lymphoma,Male,65 to 69,1640.711117
Non-Hodgkin lymphoma,Male,70 to 74,1182.964794
Non-Hodgkin lymphoma,Male,75 to 79,860.2328017
Non-Hodgkin lymphoma,Male,80 plus,876.8546849
Non-Hodgkin lymphoma,Male,0 to 04,226.4997643
Non-melanoma skin cancer,Female,15 to 19,9.83098329
Non-melanoma skin cancer,Female,20 to 24,10.31032937
Non-melanoma skin cancer,Female,25 to 29,12.99440785
Non-melanoma skin cancer,Female,30 to 34,13.01741656
Non-melanoma skin cancer,Female,35 to 39,18.33868688
Non-melanoma skin cancer,Female,40 to 44,17.18581612
Non-melanoma skin cancer,Female,45 to 49,21.80602424
Non-melanoma skin cancer,Female,50 to 54,33.57803604
Non-melanoma skin cancer,Female,55 to 59,68.22850977
Non-melanoma skin cancer,Female,60 to 64,68.66150351
Non-melanoma skin cancer,Female,65 to 69,41.87761782
Non-melanoma skin cancer,Female,70 to 74,103.2901829
Non-melanoma skin cancer,Female,75 to 79,104.6741976
Non-melanoma skin cancer,Female,80 plus,214.3347118
Non-melanoma skin cancer,Male,15 to 19,16.90494134
Non-melanoma skin cancer,Male,20 to 24,262.8114742
Non-melanoma skin cancer,Male,25 to 29,23.30690132
Non-melanoma skin cancer,Male,30 to 34,32.143817
Non-melanoma skin cancer,Male,35 to 39,297.7275541
Non-melanoma skin cancer,Male,40 to 44,34.60699148
Non-melanoma skin cancer,Male,45 to 49,27.86888616
Non-melanoma skin cancer,Male,50 to 54,30.87882363
Non-melanoma skin cancer,Male,55 to 59,64.45359963
Non-melanoma skin cancer,Male,60 to 64,121.7883898
Non-melanoma skin cancer,Male,65 to 69,66.40271458
Non-melanoma skin cancer,Male,70 to 74,83.15692737
Non-melanoma skin cancer,Male,75 to 79,102.4786098
Non-melanoma skin cancer,Male,80 plus,138.2652103
Obstructed labor,Female,10 to 14,1.414798212
Obstructed labor,Female,15 to 19,577.0182249
Obstructed labor,Female,20 to 24,1133.762222
Obstructed labor,Female,25 to 29,1225.125748
Obstructed labor,Female,30 to 34,978.8380884
Obstructed labor,Female,35 to 39,724.1301282
Obstructed labor,Female,40 to 44,273.647982
Obstructed labor,Female,45 to 49,60.66330193
Obstructed labor,Female,50 to 54,NA
Obstructed labor,Female,55 to 59,NA
Obstructed labor,Female,60 to 64,NA
Obstructed labor,Female,65 to 69,NA
Obstructed labor,Female,70 to 74,NA
Obstructed labor,Female,75 to 79,NA
Obstructed labor,Female,80 plus,NA
Oral disorders,Female,10 to 14,NA
Oral disorders,Female,15 to 19,NA
Oral disorders,Female,20 to 24,NA
Oral disorders,Female,25 to 29,NA
Oral disorders,Female,30 to 34,NA
Oral disorders,Female,35 to 39,NA
Oral disorders,Female,40 to 44,NA
Oral disorders,Female,45 to 49,NA
Oral disorders,Female,05 to 09,NA
Oral disorders,Female,50 to 54,NA
Oral disorders,Female,55 to 59,NA
Oral disorders,Female,60 to 64,NA
Oral disorders,Female,65 to 69,NA
Oral disorders,Female,70 to 74,NA
Oral disorders,Female,75 to 79,NA
Oral disorders,Female,80 plus,NA
Oral disorders,Female,0 to 04,NA
Oral disorders,Male,10 to 14,NA
Oral disorders,Male,15 to 19,NA
Oral disorders,Male,20 to 24,NA
Oral disorders,Male,25 to 29,NA
Oral disorders,Male,30 to 34,NA
Oral disorders,Male,35 to 39,NA
Oral disorders,Male,40 to 44,NA
Oral disorders,Male,45 to 49,NA
Oral disorders,Male,05 to 09,NA
Oral disorders,Male,50 to 54,NA
Oral disorders,Male,55 to 59,NA
Oral disorders,Male,60 to 64,NA
Oral disorders,Male,65 to 69,NA
Oral disorders,Male,70 to 74,NA
Oral disorders,Male,75 to 79,NA
Oral disorders,Male,80 plus,NA
Oral disorders,Male,0 to 04,NA
Osteoarthritis,Female,30 to 34,NA
Osteoarthritis,Female,35 to 39,NA
Osteoarthritis,Female,40 to 44,NA
Osteoarthritis,Female,45 to 49,NA
Osteoarthritis,Female,50 to 54,NA
Osteoarthritis,Female,55 to 59,NA
Osteoarthritis,Female,60 to 64,NA
Osteoarthritis,Female,65 to 69,NA
Osteoarthritis,Female,70 to 74,NA
Osteoarthritis,Female,75 to 79,NA
Osteoarthritis,Female,80 plus,NA
Osteoarthritis,Male,30 to 34,NA
Osteoarthritis,Male,35 to 39,NA
Osteoarthritis,Male,40 to 44,NA
Osteoarthritis,Male,45 to 49,NA
Osteoarthritis,Male,50 to 54,NA
Osteoarthritis,Male,55 to 59,NA
Osteoarthritis,Male,60 to 64,NA
Osteoarthritis,Male,65 to 69,NA
Osteoarthritis,Male,70 to 74,NA
Osteoarthritis,Male,75 to 79,NA
Osteoarthritis,Male,80 plus,NA
Other cardiovascular and circulatory diseases,Female,10 to 14,42.48482194
Other cardiovascular and circulatory diseases,Female,15 to 19,148.6686657
Other cardiovascular and circulatory diseases,Female,20 to 24,204.7109846
Other cardiovascular and circulatory diseases,Female,25 to 29,211.1684863
Other cardiovascular and circulatory diseases,Female,30 to 34,224.7602825
Other cardiovascular and circulatory diseases,Female,35 to 39,204.105821
Other cardiovascular and circulatory diseases,Female,40 to 44,261.0380001
Other cardiovascular and circulatory diseases,Female,45 to 49,395.3136605
Other cardiovascular and circulatory diseases,Female,05 to 09,30.4758556
Other cardiovascular and circulatory diseases,Female,50 to 54,585.8843983
Other cardiovascular and circulatory diseases,Female,55 to 59,824.8006473
Other cardiovascular and circulatory diseases,Female,60 to 64,1158.0723
Other cardiovascular and circulatory diseases,Female,65 to 69,1272.10173
Other cardiovascular and circulatory diseases,Female,70 to 74,1398.959421
Other cardiovascular and circulatory diseases,Female,75 to 79,1447.188712
Other cardiovascular and circulatory diseases,Female,80 plus,2946.444336
Other cardiovascular and circulatory diseases,Female,0 to 04,103.1154777
Other cardiovascular and circulatory diseases,Male,10 to 14,31.97473925
Other cardiovascular and circulatory diseases,Male,15 to 19,74.17843537
Other cardiovascular and circulatory diseases,Male,20 to 24,127.1852459
Other cardiovascular and circulatory diseases,Male,25 to 29,203.9890454
Other cardiovascular and circulatory diseases,Male,30 to 34,238.9373953
Other cardiovascular and circulatory diseases,Male,35 to 39,336.3940675
Other cardiovascular and circulatory diseases,Male,40 to 44,387.7097838
Other cardiovascular and circulatory diseases,Male,45 to 49,518.7445602
Other cardiovascular and circulatory diseases,Male,05 to 09,12.38424714
Other cardiovascular and circulatory diseases,Male,50 to 54,1036.866693
Other cardiovascular and circulatory diseases,Male,55 to 59,1293.484088
Other cardiovascular and circulatory diseases,Male,60 to 64,1602.934075
Other cardiovascular and circulatory diseases,Male,65 to 69,1701.98233
Other cardiovascular and circulatory diseases,Male,70 to 74,1791.319495
Other cardiovascular and circulatory diseases,Male,75 to 79,1674.658406
Other cardiovascular and circulatory diseases,Male,80 plus,2601.113431
Other cardiovascular and circulatory diseases,Male,0 to 04,66.32423643
Other chronic respiratory diseases,Female,10 to 14,132.9362294
Other chronic respiratory diseases,Female,15 to 19,139.3691941
Other chronic respiratory diseases,Female,20 to 24,172.2366085
Other chronic respiratory diseases,Female,25 to 29,124.011298
Other chronic respiratory diseases,Female,30 to 34,126.7345656
Other chronic respiratory diseases,Female,35 to 39,196.016338
Other chronic respiratory diseases,Female,40 to 44,252.9186025
Other chronic respiratory diseases,Female,45 to 49,474.5275014
Other chronic respiratory diseases,Female,05 to 09,167.1359849
Other chronic respiratory diseases,Female,50 to 54,632.9830116
Other chronic respiratory diseases,Female,55 to 59,833.1995327
Other chronic respiratory diseases,Female,60 to 64,1204.246087
Other chronic respiratory diseases,Female,65 to 69,1761.969019
Other chronic respiratory diseases,Female,70 to 74,1419.658895
Other chronic respiratory diseases,Female,75 to 79,1352.498961
Other chronic respiratory diseases,Female,80 plus,2757.430722
Other chronic respiratory diseases,Female,0 to 04,1287.220428
Other chronic respiratory diseases,Male,10 to 14,146.9404579
Other chronic respiratory diseases,Male,15 to 19,142.083753
Other chronic respiratory diseases,Male,20 to 24,304.7916464
Other chronic respiratory diseases,Male,25 to 29,302.5861729
Other chronic respiratory diseases,Male,30 to 34,225.3266587
Other chronic respiratory diseases,Male,35 to 39,302.0963139
Other chronic respiratory diseases,Male,40 to 44,339.6243338
Other chronic respiratory diseases,Male,45 to 49,694.9132154
Other chronic respiratory diseases,Male,05 to 09,216.5830789
Other chronic respiratory diseases,Male,50 to 54,864.1829016
Other chronic respiratory diseases,Male,55 to 59,1200.283751
