cause_name,sex,age,ylds
Neonatal encephalopathy due to birth asphyxia and trauma,Male,45 to 49,11166.87347
Neonatal encephalopathy due to birth asphyxia and trauma,Male,05 to 09,57099.5278
Neonatal encephalopathy due to birth asphyxia and trauma,Male,50 to 54,7227.599881
Neonatal encephalopathy due to birth asphyxia and trauma,Male,55 to 59,4802.325889
Neonatal encephalopathy due to birth asphyxia and trauma,Male,60 to 64,2653.513627
Neonatal encephalopathy due to birth asphyxia and trauma,Male,65 to 69,1302.850321
Neonatal encephalopathy due to birth asphyxia and trauma,Male,70 to 74,800.7380331
Neonatal encephalopathy due to birth asphyxia and trauma,Male,75 to 79,473.2904424
Neonatal encephalopathy due to birth asphyxia and trauma,Male,80 plus,372.8137636
Neonatal encephalopathy due to birth asphyxia and trauma,Male,0 to 04,79394.20932
Neonatal sepsis and other neonatal infections,Female,0 to 04,734.918282
Neonatal sepsis and other neonatal infections,Male,0 to 04,1225.283484
Non-Hodgkin lymphoma,Female,10 to 14,99.91569369
Non-Hodgkin lymphoma,Female,15 to 19,87.47812881
Non-Hodgkin lymphoma,Female,20 to 24,102.4250634
Non-Hodgkin lymphoma,Female,25 to 29,124.6708204
Non-Hodgkin lymphoma,Female,30 to 34,177.1645425
Non-Hodgkin lymphoma,Female,35 to 39,178.4305857
Non-Hodgkin lymphoma,Female,40 to 44,275.7596353
Non-Hodgkin lymphoma,Female,45 to 49,332.2801034
Non-Hodgkin lymphoma,Female,05 to 09,68.46100519
Non-Hodgkin lymphoma,Female,50 to 54,404.2220389
Non-Hodgkin lymphoma,Female,55 to 59,499.2991331
Non-Hodgkin lymphoma,Female,60 to 64,558.2938848
Non-Hodgkin lymphoma,Female,65 to 69,519.2436398
Non-Hodgkin lymphoma,Female,70 to 74,399.768502
Non-Hodgkin lymphoma,Female,75 to 79,249.6351947
Non-Hodgkin lymphoma,Female,80 plus,253.7541576
Non-Hodgkin lymphoma,Female,0 to 04,84.21269757
Non-Hodgkin lymphoma,Male,10 to 14,199.3506187
Non-Hodgkin lymphoma,Male,15 to 19,280.7063554
Non-Hodgkin lymphoma,Male,20 to 24,337.3675802
Non-Hodgkin lymphoma,Male,25 to 29,425.2718952
Non-Hodgkin lymphoma,Male,30 to 34,472.7932161
Non-Hodgkin lymphoma,Male,35 to 39,530.9196493
Non-Hodgkin lymphoma,Male,40 to 44,660.2442224
Non-Hodgkin lymphoma,Male,45 to 49,814.2763524
Non-Hodgkin lymphoma,Male,05 to 09,180.7367744
Non-Hodgkin lymphoma,Male,50 to 54,931.5004584
Non-Hodgkin lymphoma,Male,55 to 59,1051.206909
Non-Hodgkin lymphoma,Male,60 to 64,930.9063245
Non-Hodgkin lymphoma,Male,65 to 69,818.7187804
Non-Hodgkin lymphoma,Male,70 to 74,513.907336
Non-Hodgkin lymphoma,Male,75 to 79,324.7527358
Non-Hodgkin lymphoma,Male,80 plus,301.3397715
Non-Hodgkin lymphoma,Male,0 to 04,140.7024037
Non-melanoma skin cancer,Female,15 to 19,12.87266924
Non-melanoma skin cancer,Female,20 to 24,42.89039192
Non-melanoma skin cancer,Female,25 to 29,51.14634948
Non-melanoma skin cancer,Female,30 to 34,56.75764361
Non-melanoma skin cancer,Female,35 to 39,84.36834462
Non-melanoma skin cancer,Female,40 to 44,88.9123355
Non-melanoma skin cancer,Female,45 to 49,100.9714278
Non-melanoma skin cancer,Female,50 to 54,142.635693
Non-melanoma skin cancer,Female,55 to 59,249.6670647
Non-melanoma skin cancer,Female,60 to 64,222.0113081
Non-melanoma skin cancer,Female,65 to 69,151.6682472
Non-melanoma skin cancer,Female,70 to 74,300.4244656
Non-melanoma skin cancer,Female,75 to 79,304.6134547
Non-melanoma skin cancer,Female,80 plus,318.9803825
Non-melanoma skin cancer,Male,15 to 19,48.89438998
Non-melanoma skin cancer,Male,20 to 24,821.6439673
Non-melanoma skin cancer,Male,25 to 29,74.15528039
Non-melanoma skin cancer,Male,30 to 34,89.8056182
Non-melanoma skin cancer,Male,35 to 39,1052.681358
Non-melanoma skin cancer,Male,40 to 44,128.2235051
Non-melanoma skin cancer,Male,45 to 49,102.7628469
Non-melanoma skin cancer,Male,50 to 54,98.43368062
Non-melanoma skin cancer,Male,55 to 59,150.9939346
Non-melanoma skin cancer,Male,60 to 64,250.0541832
Non-melanoma skin cancer,Male,65 to 69,162.7155733
Non-melanoma skin cancer,Male,70 to 74,209.703753
Non-melanoma skin cancer,Male,75 to 79,252.9552826
Non-melanoma skin cancer,Male,80 plus,256.7999488
Obstructed labor,Female,10 to 14,19236.33177
Obstructed labor,Female,15 to 19,83366.7547
Obstructed labor,Female,20 to 24,77800.03603
Obstructed labor,Female,25 to 29,66712.50782
Obstructed labor,Female,30 to 34,61177.28728
Obstructed labor,Female,35 to 39,61738.97264
Obstructed labor,Female,40 to 44,61607.09438
Obstructed labor,Female,45 to 49,48426.45916
Obstructed labor,Female,50 to 54,28770.87558
Obstructed labor,Female,55 to 59,16466.39893
Obstructed labor,Female,60 to 64,8805.369262
Obstructed labor,Female,65 to 69,4378.227415
Obstructed labor,Female,70 to 74,2360.815272
Obstructed labor,Female,75 to 79,1117.223302
Obstructed labor,Female,80 plus,493.2664365
Oral disorders,Female,10 to 14,45171.70175
Oral disorders,Female,15 to 19,62319.56319
Oral disorders,Female,20 to 24,75593.03585
Oral disorders,Female,25 to 29,79321.39843
Oral disorders,Female,30 to 34,85601.10973
Oral disorders,Female,35 to 39,94400.79659
Oral disorders,Female,40 to 44,102922.2961
Oral disorders,Female,45 to 49,113923.7413
Oral disorders,Female,05 to 09,39718.96208
Oral disorders,Female,50 to 54,124189.9929
Oral disorders,Female,55 to 59,138064.8513
Oral disorders,Female,60 to 64,142899.3505
Oral disorders,Female,65 to 69,136102.3176
Oral disorders,Female,70 to 74,117785.2079
Oral disorders,Female,75 to 79,83296.9098
Oral disorders,Female,80 plus,72562.43284
Oral disorders,Female,0 to 04,6136.445213
Oral disorders,Male,10 to 14,47958.57665
Oral disorders,Male,15 to 19,65264.72326
Oral disorders,Male,20 to 24,79875.53426
Oral disorders,Male,25 to 29,85585.61213
Oral disorders,Male,30 to 34,94741.676
Oral disorders,Male,35 to 39,105834.8543
Oral disorders,Male,40 to 44,115700.1618
Oral disorders,Male,45 to 49,128767.0455
Oral disorders,Male,05 to 09,41486.07477
Oral disorders,Male,50 to 54,140063.6623
Oral disorders,Male,55 to 59,154269.1065
Oral disorders,Male,60 to 64,154640.5694
Oral disorders,Male,65 to 69,138090.4423
Oral disorders,Male,70 to 74,114013.2007
Oral disorders,Male,75 to 79,75704.64968
Oral disorders,Male,80 plus,64477.48384
Oral disorders,Male,0 to 04,7047.759251
Osteoarthritis,Female,30 to 34,12538.06235
Osteoarthritis,Female,35 to 39,42728.25284
Osteoarthritis,Female,40 to 44,73188.71551
Osteoarthritis,Female,45 to 49,104554.2549
Osteoarthritis,Female,50 to 54,129951.424
Osteoarthritis,Female,55 to 59,145420.1053
Osteoarthritis,Female,60 to 64,139715.8378
Osteoarthritis,Female,65 to 69,121575.9792
Osteoarthritis,Female,70 to 74,108933.1666
Osteoarthritis,Female,75 to 79,82959.06303
Osteoarthritis,Female,80 plus,95253.67941
Osteoarthritis,Male,30 to 34,7109.718628
Osteoarthritis,Male,35 to 39,23341.46398
Osteoarthritis,Male,40 to 44,39465.15653
Osteoarthritis,Male,45 to 49,56469.03998
Osteoarthritis,Male,50 to 54,70365.42801
Osteoarthritis,Male,55 to 59,77607.38365
Osteoarthritis,Male,60 to 64,71275.20238
Osteoarthritis,Male,65 to 69,57294.17413
Osteoarthritis,Male,70 to 74,48984.12692
Osteoarthritis,Male,75 to 79,35139.69384
Osteoarthritis,Male,80 plus,40584.92161
Other cardiovascular and circulatory diseases,Female,10 to 14,5293.279966
Other cardiovascular and circulatory diseases,Female,15 to 19,24585.01642
Other cardiovascular and circulatory diseases,Female,20 to 24,22205.08681
Other cardiovascular and circulatory diseases,Female,25 to 29,22126.74609
Other cardiovascular and circulatory diseases,Female,30 to 34,23495.99803
Other cardiovascular and circulatory diseases,Female,35 to 39,27436.13853
Other cardiovascular and circulatory diseases,Female,40 to 44,51041.76385
Other cardiovascular and circulatory diseases,Female,45 to 49,50633.84675
Other cardiovascular and circulatory diseases,Female,05 to 09,941.744545
Other cardiovascular and circulatory diseases,Female,50 to 54,53730.16419
Other cardiovascular and circulatory diseases,Female,55 to 59,62086.50929
Other cardiovascular and circulatory diseases,Female,60 to 64,59316.69796
Other cardiovascular and circulatory diseases,Female,65 to 69,46033.40403
Other cardiovascular and circulatory diseases,Female,70 to 74,45686.80524
Other cardiovascular and circulatory diseases,Female,75 to 79,40097.23432
Other cardiovascular and circulatory diseases,Female,80 plus,48707.65669
Other cardiovascular and circulatory diseases,Female,0 to 04,276.077243
Other cardiovascular and circulatory diseases,Male,10 to 14,14840.97417
Other cardiovascular and circulatory diseases,Male,15 to 19,32530.35542
Other cardiovascular and circulatory diseases,Male,20 to 24,30539.27716
Other cardiovascular and circulatory diseases,Male,25 to 29,27628.91504
Other cardiovascular and circulatory diseases,Male,30 to 34,20498.69064
Other cardiovascular and circulatory diseases,Male,35 to 39,33721.28967
Other cardiovascular and circulatory diseases,Male,40 to 44,59397.93128
Other cardiovascular and circulatory diseases,Male,45 to 49,53935.24883
Other cardiovascular and circulatory diseases,Male,05 to 09,10724.29796
Other cardiovascular and circulatory diseases,Male,50 to 54,74614.41169
Other cardiovascular and circulatory diseases,Male,55 to 59,84225.8031
Other cardiovascular and circulatory diseases,Male,60 to 64,88783.12838
Other cardiovascular and circulatory diseases,Male,65 to 69,63866.97785
Other cardiovascular and circulatory diseases,Male,70 to 74,61742.14374
Other cardiovascular and circulatory diseases,Male,75 to 79,43904.89456
Other cardiovascular and circulatory diseases,Male,80 plus,49385.60363
Other cardiovascular and circulatory diseases,Male,0 to 04,1490.819436
Other chronic respiratory diseases,Female,10 to 14,2466.177862
Other chronic respiratory diseases,Female,15 to 19,3394.535235
Other chronic respiratory diseases,Female,20 to 24,4477.238146
Other chronic respiratory diseases,Female,25 to 29,6419.023359
Other chronic respiratory diseases,Female,30 to 34,8770.369578
Other chronic respiratory diseases,Female,35 to 39,10867.40406
Other chronic respiratory diseases,Female,40 to 44,12607.85419
Other chronic respiratory diseases,Female,45 to 49,13959.51103
Other chronic respiratory diseases,Female,05 to 09,1457.296529
Other chronic respiratory diseases,Female,50 to 54,14434.53939
Other chronic respiratory diseases,Female,55 to 59,14445.45108
Other chronic respiratory diseases,Female,60 to 64,12974.84479
Other chronic respiratory diseases,Female,65 to 69,10554.53796
Other chronic respiratory diseases,Female,70 to 74,8700.785734
Other chronic respiratory diseases,Female,75 to 79,6016.970602
Other chronic respiratory diseases,Female,80 plus,5661.117424
Other chronic respiratory diseases,Female,0 to 04,460.1314757
Other chronic respiratory diseases,Male,10 to 14,2396.68069
Other chronic respiratory diseases,Male,15 to 19,3247.409202
Other chronic respiratory diseases,Male,20 to 24,4254.926678
Other chronic respiratory diseases,Male,25 to 29,6215.363151
Other chronic respiratory diseases,Male,30 to 34,8603.074088
Other chronic respiratory diseases,Male,35 to 39,11025.54589
Other chronic respiratory diseases,Male,40 to 44,13309.02405
Other chronic respiratory diseases,Male,45 to 49,14779.24582
Other chronic respiratory diseases,Male,05 to 09,1424.934945
Other chronic respiratory diseases,Male,50 to 54,14652.67645
Other chronic respiratory diseases,Male,55 to 59,14236.4074
Other chronic respiratory diseases,Male,60 to 64,11917.39198
Other chronic respiratory diseases,Male,65 to 69,8125.750887
Other chronic respiratory diseases,Male,70 to 74,5654.642802
Other chronic respiratory diseases,Male,75 to 79,3383.018267
Other chronic respiratory diseases,Male,80 plus,2613.496551
Other chronic respiratory diseases,Male,0 to 04,449.7349157
Other digestive diseases,Female,10 to 14,2460.679169
Other digestive diseases,Female,15 to 19,1494.865442
Other digestive diseases,Female,20 to 24,1521.211345
Other digestive diseases,Female,25 to 29,2140.493477
Other digestive diseases,Female,30 to 34,2548.777321
Other digestive diseases,Female,35 to 39,2752.951718
Other digestive diseases,Female,40 to 44,3141.71835
Other digestive diseases,Female,45 to 49,3591.570429
Other digestive diseases,Female,05 to 09,1990.933519
Other digestive diseases,Female,50 to 54,3475.633248
Other digestive diseases,Female,55 to 59,3429.214096
Other digestive diseases,Female,60 to 64,3726.636255
Other digestive diseases,Female,65 to 69,3551.234189
Other digestive diseases,Female,70 to 74,3638.54321
Other digestive diseases,Female,75 to 79,3078.487583
Other digestive diseases,Female,80 plus,2567.836643
Other digestive diseases,Female,0 to 04,284.5676908
Other digestive diseases,Male,10 to 14,1293.895652
Other digestive diseases,Male,15 to 19,916.9632848
Other digestive diseases,Male,20 to 24,1158.853706
Other digestive diseases,Male,25 to 29,1532.083262
Other digestive diseases,Male,30 to 34,1801.075614
Other digestive diseases,Male,35 to 39,1913.290154
Other digestive diseases,Male,40 to 44,2074.38126
Other digestive diseases,Male,45 to 49,2269.026735
Other digestive diseases,Male,05 to 09,1085.337445
Other digestive diseases,Male,50 to 54,2367.324054
Other digestive diseases,Male,55 to 59,2296.779019
Other digestive diseases,Male,60 to 64,2195.526047
Other digestive diseases,Male,65 to 69,1834.997499
Other digestive diseases,Male,70 to 74,1745.303375
Other digestive diseases,Male,75 to 79,1382.745546
Other digestive diseases,Male,80 plus,1153.893113
Other digestive diseases,Male,0 to 04,327.3544936
Other infectious diseases,Female,10 to 14,47828.99786
Other infectious diseases,Female,15 to 19,6916.096877
Other infectious diseases,Female,20 to 24,6718.656963
Other infectious diseases,Female,25 to 29,6105.620835
Other infectious diseases,Female,30 to 34,5431.865319
Other infectious diseases,Female,35 to 39,4876.427384
Other infectious diseases,Female,40 to 44,4180.931409
Other infectious diseases,Female,45 to 49,3551.120487
Other infectious diseases,Female,05 to 09,54899.63369
Other infectious diseases,Female,50 to 54,2671.499
Other infectious diseases,Female,55 to 59,2168.891892
Other infectious diseases,Female,60 to 64,2884.274421
Other infectious diseases,Female,65 to 69,1563.823578
Other infectious diseases,Female,70 to 74,927.0190254
Other infectious diseases,Female,75 to 79,453.5400391
Other infectious diseases,Female,80 plus,411.1269019
Other infectious diseases,Female,0 to 04,46601.70362
Other infectious diseases,Male,10 to 14,58678.46373
Other infectious diseases,Male,15 to 19,14560.26776
Other infectious diseases,Male,20 to 24,9246.604663
Other infectious diseases,Male,25 to 29,7910.94852
Other infectious diseases,Male,30 to 34,7459.370771
Other infectious diseases,Male,35 to 39,6854.385782
Other infectious diseases,Male,40 to 44,6377.465874
Other infectious diseases,Male,45 to 49,5782.78092
Other infectious diseases,Male,05 to 09,69923.83647
Other infectious diseases,Male,50 to 54,5082.47039
Other infectious diseases,Male,55 to 59,4351.737674
Other infectious diseases,Male,60 to 64,2054.187684
Other infectious diseases,Male,65 to 69,1178.052668
Other infectious diseases,Male,70 to 74,824.4469371
Other infectious diseases,Male,75 to 79,516.6141521
Other infectious diseases,Male,80 plus,562.3206646
Other infectious diseases,Male,0 to 04,53357.18111
Other maternal disorders,Female,10 to 14,4303.340586
Other maternal disorders,Female,15 to 19,18646.65846
Other maternal disorders,Female,20 to 24,19590.77413
Other maternal disorders,Female,25 to 29,15846.70254
Other maternal disorders,Female,30 to 34,14036.65808
Other maternal disorders,Female,35 to 39,13965.6889
Other maternal disorders,Female,40 to 44,13606.64756
Other maternal disorders,Female,45 to 49,10543.18029
Other mental and substance use disorders,Female,20 to 24,124996.8047
Other mental and substance use disorders,Female,25 to 29,21421.30795
Other mental and substance use disorders,Female,30 to 34,84267.34565
Other mental and substance use disorders,Female,35 to 39,68266.66359
Other mental and substance use disorders,Female,40 to 44,43484.24131
Other mental and substance use disorders,Female,45 to 49,44666.56553
Other mental and substance use disorders,Female,50 to 54,51833.16174
Other mental and substance use disorders,Female,55 to 59,31651.48996
Other mental and substance use disorders,Female,60 to 64,21014.99543
Other mental and substance use disorders,Female,65 to 69,9476.189414
Other mental and substance use disorders,Female,70 to 74,10882.05186
Other mental and substance use disorders,Female,75 to 79,6210.734528
Other mental and substance use disorders,Female,80 plus,8248.111149
Other mental and substance use disorders,Male,20 to 24,227240.1848
Other mental and substance use disorders,Male,25 to 29,165909.2493
Other mental and substance use disorders,Male,30 to 34,92466.72106
Other mental and substance use disorders,Male,35 to 39,111588.7824
Other mental and substance use disorders,Male,40 to 44,95182.96571
Other mental and substance use disorders,Male,45 to 49,94950.37112
Other mental and substance use disorders,Male,50 to 54,79904.2453
Other mental and substance use disorders,Male,55 to 59,61145.90769
Other mental and substance use disorders,Male,60 to 64,34673.77077
Other mental and substance use disorders,Male,65 to 69,15089.71058
Other mental and substance use disorders,Male,70 to 74,13823.27833
Other mental and substance use disorders,Male,75 to 79,16783.04751
Other mental and substance use disorders,Male,80 plus,9235.461899
Other musculoskeletal disorders,Female,10 to 14,4321.124066
